theta,r
-1.3466672291235016,144.689254640515
-1.3465135784554512,144.65584210852592
-1.346359720525397,144.61425555069744
-1.3455308927939849,144.5324258252861
-1.3448563392725341,144.42570009243468
-1.3447012025393088,144.40740577211363
-1.3445458562672692,144.38911916906622
-1.3437146613994642,144.2996654831165
-1.3430392336524783,144.2115866378483
-1.3428826025719833,144.17771567796098
-1.3420496795910042,144.08008333221215
-1.3412158922670974,143.97680416729605
-1.3403812404152478,143.89467645897798
-1.340222459709672,143.85106850492608
-1.3393862951485274,143.7778874382571
-1.3385492646688781,143.67816904931607
-1.3383889699469018,143.63776857370962
-1.3375504223591803,143.52721735530986
-1.3367110074808832,143.4690908048419
-1.3365491903665836,143.44005531785342
-1.3357082539936738,143.4157256316933
-1.334866448976968,143.28924815902064
-1.3347031010659096,143.2552370595841
-1.3338597701807906,143.19962133745588
-1.3331802324100854,143.12755944360816
-1.3323358205704432,143.0868785347317
-1.332170498335394,143.05612133179298
-1.3313245570962942,142.96325313171837
-1.3304777454681973,142.87678020687557
-1.330310874893334,142.84270943198504
-1.3294625295344675,142.76639274302204
-1.3286133125025692,142.7382914358288
-1.3284448851095316,142.709951211439
-1.3275941300299912,142.62190454573678
-1.326742502013784,142.53225573751052
-1.326572509296931,142.48467220267224
-1.3257193389311817,142.42452488417914
-1.3250366267481788,142.3486850837933
-1.324182379299348,142.26523014029993
-1.3240103755646448,142.2411867645166
-1.32315458237584,142.20737926921896
-1.3222979147328777,142.11057535202104
-1.32212432797956,142.0840036485695
-1.3212661103423622,142.0296134976385
-1.3204070170615798,141.94597082658143
-1.3202318387147856,141.91771562487
-1.3193711912022685,141.83330382486628
-1.3185096668787477,141.79141517419194
-1.318332888337714,141.763172854733
-1.3174698055622835,141.6817740620558
-1.3166058448308327,141.61717366406583
-1.3159198324700954,141.58256180434998
-1.3157410060947885,141.54206562175744
-1.3148752893107338,141.4627657459095
-1.3140086944404268,141.36909245337392
-1.3138282500403435,141.33057100062516
-1.312960089313508,141.2758498622925
-1.312091049412406,141.1916818425138
-1.3119089783227502,141.15419104955507
-1.311038368417183,141.10506148037868
-1.3101668782730114,141.03781813921182
-1.3099831718046202,141.0079491223466
-1.3091101075278435,140.9239891211472
-1.3082361619722105,140.92821452875137
-1.3073613351397189,140.80560191752755
-1.307175287615931,140.7609308929745
